bibtex_key;title;author;journal;year;source;pages;volume;abstract;document_type;doi;url;affiliation;author_keywords;keywords;publisher;issn;language;note;selection_criteria;created_at;updated_at;created_by;updated_by;status;comments
He2014423;Prediction of customer attrition of commercial banks based on SVM model;He, B. and Shi, Y. and Wan, Q. and Zhao, X.;Procedia Computer Science;2014;Scopus;423-430;31;;conference;10.1016/j.procs.2014.05.286;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902290006&doi=10.1016%2fj.procs.2014.05.286&partnerID=40&md5=1bd8e23ecb785467fcbb16507b7b7e02;;;;;;;cited By 21;;44069,72081;44069,72081;sobreiro;;Unclassified;
Verbeke2014431;Social network analysis for customer churn prediction;Verbeke, W. and Martens, D. and Baesens, B.;Applied Soft Computing Journal;2014;Scopus;431-446;14;;article;10.1016/j.asoc.2013.09.017;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889092660&doi=10.1016%2fj.asoc.2013.09.017&partnerID=40&md5=d1ea45f96754c44e3c9e04a987117f71;;;;;;;cited By 68;;44069,72081;44069,72081;sobreiro;;Unclassified;
Nabavi2013202;Providing a customer churn prediction model Using Random Forest technique;Nabavi, S. and Jafari, S.;IKT 2013 - 2013 5th Conference on Information and Knowledge Technology;2013;Scopus;202-207;;;conference;10.1109/IKT.2013.6620065;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888580803&doi=10.1109%2fIKT.2013.6620065&partnerID=40&md5=3e1d4d44b09360f1b68e2480bf3d15b6;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Radosavljevik2013357;Preventing churn in telecommunications: The forgotten network;Radosavljevik, D. and Van Der Putten, P.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2013;Scopus;357-368;8207 LNCS;;article;10.1007/978-3-642-41398-8_31;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887105747&doi=10.1007%2f978-3-642-41398-8_31&partnerID=40&md5=4d5252eda18eeab39d4f6b6810ba0767;;;;;;;cited By 3;;44069,72081;44069,72081;sobreiro;;Unclassified;
Coussement20131629;Customer churn prediction in the online gambling industry: The beneficial effect of ensemble learning;Coussement, K. and De Bock, K.W.;Journal of Business Research;2013;Scopus;1629-1636;66;;article;10.1016/j.jbusres.2012.12.008;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878129482&doi=10.1016%2fj.jbusres.2012.12.008&partnerID=40&md5=df75daf3945dbac89260d10cbad36716;;;;;;;cited By 50;;44069,72081;44069,72081;sobreiro;;Unclassified;
Aghabayk2013581;Exploring a local linear model tree approach to car-following;Aghabayk, K. and Forouzideh, N. and Young, W.;Computer-Aided Civil and Infrastructure Engineering;2013;Scopus;581-593;28;;article;10.1111/mice.12011;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880631779&doi=10.1111%2fmice.12011&partnerID=40&md5=315e0a52ebe21ec3401ddb98135c973d;;;;;;;cited By 10;;44069,72081;44069,72081;sobreiro;;Unclassified;
Miguéis20136225;Customer attrition in retailing: An application of Multivariate Adaptive Regression Splines;Miguéis, V.L. and Camanho, A. and Falcão E Cunha, J.;Expert Systems with Applications;2013;Scopus;6225-6232;40;;article;10.1016/j.eswa.2013.05.069;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879492175&doi=10.1016%2fj.eswa.2013.05.069&partnerID=40&md5=1659e332fe95f3ce179f9c8adf2f2d7c;;;;;;;cited By 19;;44069,72081;44069,72081;sobreiro;;Unclassified;
Ballings20132904;Kernel Factory: An ensemble of kernel machines;Ballings, M. and Van Den Poel, D.;Expert Systems with Applications;2013;Scopus;2904-2913;40;;article;10.1016/j.eswa.2012.12.007;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874656675&doi=10.1016%2fj.eswa.2012.12.007&partnerID=40&md5=6b550502bb9e526c8a917eb5c17cea25;;;;;;;cited By 16;;44069,72081;44069,72081;sobreiro;;Unclassified;
Kim20132198;Churn management optimization with controllable marketing variables and associated management costs;Kim, Y.S. and Lee, H. and Johnson, J.D.;Expert Systems with Applications;2013;Scopus;2198-2207;40;;article;10.1016/j.eswa.2012.10.043;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872855007&doi=10.1016%2fj.eswa.2012.10.043&partnerID=40&md5=c0768c83a47b9f1ef124902b7f2f0ce6;;;;;;;cited By 5;;44069,72081;44069,72081;sobreiro;;Unclassified;
Galanis2013403;Classification of emotional speech units in call centre interactions;Galanis, D. and Karabetsos, S. and Koutsombogera, M. and Papageorgiou, H. and Esposito, A. and Riviello, M.-T.;4th IEEE International Conference on Cognitive Infocommunications, CogInfoCom 2013 - Proceedings;2013;Scopus;403-406;;;conference;10.1109/CogInfoCom.2013.6719279;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894207889&doi=10.1109%2fCogInfoCom.2013.6719279&partnerID=40&md5=c57073fd4c06b167097c98012ca06db3;;;;;;;cited By 14;;44069,72081;44069,72081;sobreiro;;Unclassified;
Wang2013357;A credit assessment mechanism for wireless telecommunication debt collection: An empirical study;Wang, H.-Y. and Liao, C. and Kao, C.-H.;Information Systems and e-Business Management;2013;Scopus;357-375;11;;article;10.1007/s10257-012-0192-x;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880796685&doi=10.1007%2fs10257-012-0192-x&partnerID=40&md5=524d77012ec3fd59c288823cef902738;;;;;;;cited By 5;;44069,72081;44069,72081;sobreiro;;Unclassified;
Ballings201213517;Customer event history for churn prediction: How long is long enough?;Ballings, M. and Van Den Poel, D.;Expert Systems with Applications;2012;Scopus;13517-13522;39;;article;10.1016/j.eswa.2012.07.006;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865244941&doi=10.1016%2fj.eswa.2012.07.006&partnerID=40&md5=29c45cf57d7ba37e6804c1b17f385c5b;;;;;;;cited By 29;;44069,72081;44069,72081;sobreiro;;Unclassified;
Kim201213328;Sequential manifold learning for efficient churn prediction;Kim, K. and Lee, J.;Expert Systems with Applications;2012;Scopus;13328-13337;39;;article;10.1016/j.eswa.2012.05.069;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865249178&doi=10.1016%2fj.eswa.2012.05.069&partnerID=40&md5=80adc255ab0ec2bf34ef0edd0a22df80;;;;;;;cited By 4;;44069,72081;44069,72081;sobreiro;;Unclassified;
Chen2012461;A hierarchical multiple kernel support vector machine for customer churn prediction using longitudinal behavioral data;Chen, Z.-Y. and Fan, Z.-P. and Sun, M.;European Journal of Operational Research;2012;Scopus;461-472;223;;article;10.1016/j.ejor.2012.06.040;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864609860&doi=10.1016%2fj.ejor.2012.06.040&partnerID=40&md5=19a8b41c573c9fdc1726730715814037;;;;;;;cited By 76;;44069,72081;44069,72081;sobreiro;;Unclassified;
Benoit201211435;Improving customer retention in financial services using kinship network information;Benoit, D.F. and Van Den Poel, D.;Expert Systems with Applications;2012;Scopus;11435-11442;39;;article;10.1016/j.eswa.2012.04.016;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861347296&doi=10.1016%2fj.eswa.2012.04.016&partnerID=40&md5=c07d6d4a5009ab726b0c6ead0cd21bc5;;;;;;;cited By 30;;44069,72081;44069,72081;sobreiro;;Unclassified;
Abdi20121022;Forecasting of short-term traffic-flow based on improved neurofuzzy models via emotional temporal difference learning algorithm;Abdi, J. and Moshiri, B. and Abdulhai, B. and Sedigh, A.K.;Engineering Applications of Artificial Intelligence;2012;Scopus;1022-1042;25;;article;10.1016/j.engappai.2011.09.011;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862149193&doi=10.1016%2fj.engappai.2011.09.011&partnerID=40&md5=407e305bfb79a076dc094f6bee0d7c26;;;;;;;cited By 58;;44069,72081;44069,72081;sobreiro;;Unclassified;
Tsai201267;Determinants of intangible assets value: The data mining approach;Tsai, C.-F. and Lu, Y.-H. and Yen, D.C.;Knowledge-Based Systems;2012;Scopus;67-77;31;;article;10.1016/j.knosys.2012.02.007;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862793349&doi=10.1016%2fj.knosys.2012.02.007&partnerID=40&md5=6c4ff66229e9f1ebd985b414f19d0245;;;;;;;cited By 31;;44069,72081;44069,72081;sobreiro;;Unclassified;
DeBock20126816;Reconciling performance and interpretability in customer churn prediction using ensemble learning based on generalized additive models;De Bock, K.W. and Van Den Poel, D.;Expert Systems with Applications;2012;Scopus;6816-6826;39;;article;10.1016/j.eswa.2012.01.014;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857651191&doi=10.1016%2fj.eswa.2012.01.014&partnerID=40&md5=fdad8977e3b5ddd3d26978d3b428f838;;;;;;;cited By 24;;44069,72081;44069,72081;sobreiro;;Unclassified;
Verbeke2012211;New insights into churn prediction in the telecommunication sector: A profit driven data mining approach;Verbeke, W. and Dejaeger, K. and Martens, D. and Hur, J. and Baesens, B.;European Journal of Operational Research;2012;Scopus;211-229;218;;article;10.1016/j.ejor.2011.09.031;https://www.scopus.com/inward/record.uri?eid=2-s2.0-83955164226&doi=10.1016%2fj.ejor.2011.09.031&partnerID=40&md5=8bb2d6587fdfa25211e92af7e5acc942;;;;;;;cited By 174;;44069,72081;44069,72081;sobreiro;;Unclassified;
Farquad201248;Analytical CRM in banking and finance using SVM: A modified active learning-based rule extraction approach;Farquad, M.A.H. and Ravi, V. and Raju, S.B.;International Journal of Electronic Customer Relationship Management;2012;Scopus;48-73;6;;article;10.1504/IJECRM.2012.046470;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859615858&doi=10.1504%2fIJECRM.2012.046470&partnerID=40&md5=38b252d0ab46e82049994207083d9d3b;;;;;;;cited By 8;;44069,72081;44069,72081;sobreiro;;Unclassified;
Zhang201297;Predicting customer churn through interpersonal influence;Zhang, X. and Zhu, J. and Xu, S. and Wan, Y.;Knowledge-Based Systems;2012;Scopus;97-104;28;;article;10.1016/j.knosys.2011.12.005;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856230447&doi=10.1016%2fj.knosys.2011.12.005&partnerID=40&md5=1c0fdcc52e2c0d408be484dedbe7dce5;;;;;;;cited By 43;;44069,72081;44069,72081;sobreiro;;Unclassified;
Xiao20123668;Dynamic classifier ensemble model for customer classification with imbalanced class distribution;Xiao, J. and Xie, L. and He, C. and Jiang, X.;Expert Systems with Applications;2012;Scopus;3668-3675;39;;article;10.1016/j.eswa.2011.09.059;https://www.scopus.com/inward/record.uri?eid=2-s2.0-80255137251&doi=10.1016%2fj.eswa.2011.09.059&partnerID=40&md5=0e1077ae4f2a260b86fe534b3cc37d9c;;;;;;;cited By 69;;44069,72081;44069,72081;sobreiro;;Unclassified;
Miguéis2012337;Predicting partial customer churn using Markov for discrimination for modeling first purchase sequences;Miguéis, V.L. and Van den Poel, D. and Camanho, A.S. and Falcão e Cunha, J.;Advances in Data Analysis and Classification;2012;Scopus;337-353;6;;article;10.1007/s11634-012-0121-3;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870472711&doi=10.1007%2fs11634-012-0121-3&partnerID=40&md5=b63f7d2c2a284b570a967a36b2676618;;;;;;;cited By 12;;44069,72081;44069,72081;sobreiro;;Unclassified;
Ballings2012217;Improving customer churn prediction by data augmentation using pictorial stimulus-choice data;Ballings, M. and Van Den Poel, D. and Verhagen, E.;Advances in Intelligent Systems and Computing;2012;Scopus;217-226;171 AISC;;article;10.1007/978-3-642-30864-2_21;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866356406&doi=10.1007%2f978-3-642-30864-2_21&partnerID=40&md5=b251dda8f1930cd1b51d5da658205511;;;;;;;cited By 1;;44069,72081;44069,72081;sobreiro;;Unclassified;
Chen201277;Diagnosing assets impairment by using random forests model;Chen, C.-L. and Wu, C.-W.;International Journal of Information Technology and Decision Making;2012;Scopus;77-102;11;;article;10.1142/S0219622012500046;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863151912&doi=10.1142%2fS0219622012500046&partnerID=40&md5=9d954c6ce7c8885ace90b76a2ae169fd;;;;;;;cited By 3;;44069,72081;44069,72081;sobreiro;;Unclassified;
Xie2011134;Feature selection based transfer ensemble model for customer churn prediction;Xie, L. and Li, D. and Xiao, J.;2011 International Conference on System Science, Engineering Design and Manufacturing Informatization, ICSEM 2011;2011;Scopus;134-137;2;;conference;10.1109/ICSSEM.2011.6081258;https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455186067&doi=10.1109%2fICSSEM.2011.6081258&partnerID=40&md5=3535e9b5e294a423421aab66c5761230;;;;;;;cited By 3;;44069,72081;44069,72081;sobreiro;;Unclassified;
Wang2011177;Transfer ensemble model for customer churn prediction with imbalanced class distribution;Wang, Y. and Xiao, J.;Proceedings - 2011 International Conference of Information Technology, Computer Engineering and Management Sciences, ICM 2011;2011;Scopus;177-181;3;;conference;10.1109/ICM.2011.397;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863028093&doi=10.1109%2fICM.2011.397&partnerID=40&md5=6bafe63ee8ffaea317ed95fe3ba2065c;;;;;;;cited By 2;;44069,72081;44069,72081;sobreiro;;Unclassified;
Hassouna201130;Agent based modelling and simulation: Toward a new model of customer retention in the mobile market;Hassouna, M. and Arzoky, M.;Proceedings of the 2011 Summer Computer Simulation Conference;2011;Scopus;30-35;;;conference;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869782748&partnerID=40&md5=eb9a6c1371a9d80b5ad11bbe3fb13b1c;;;;;;;cited By 3;;44069,72081;44069,72081;sobreiro;;Unclassified;
Nie201115273;Credit card churn forecasting by logistic regression and decision tree;Nie, G. and Rowe, W. and Zhang, L. and Tian, Y. and Shi, Y.;Expert Systems with Applications;2011;Scopus;15273-15285;38;;article;10.1016/j.eswa.2011.06.028;https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052022630&doi=10.1016%2fj.eswa.2011.06.028&partnerID=40&md5=53cf16f8a3d3fbea09ed9701386e17f9;;;;;;;cited By 79;;44069,72081;44069,72081;sobreiro;;Unclassified;
Lessmann201112826;Tuning metaheuristics: A data mining based approach for particle swarm optimization;Lessmann, S. and Caserta, M. and Arango, I.M.;Expert Systems with Applications;2011;Scopus;12826-12838;38;;article;10.1016/j.eswa.2011.04.075;https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957978863&doi=10.1016%2fj.eswa.2011.04.075&partnerID=40&md5=925718b55dccb412c48c9e38278cb2e8;;;;;;;cited By 25;;44069,72081;44069,72081;sobreiro;;Unclassified;
Choi2011521;Learnability of latent position network models;Choi, D.S. and Wolfe, P.J.;IEEE Workshop on Statistical Signal Processing Proceedings;2011;Scopus;521-524;;;conference;10.1109/SSP.2011.5967748;https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052195520&doi=10.1109%2fSSP.2011.5967748&partnerID=40&md5=d7299a0bff3b412272dad387e55f5f67;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Bonchi2011;Social network analysis and mining for business applications;Bonchi, F. and Castillo, C. and Gionis, A. and Jaimes, A.;ACM Transactions on Intelligent Systems and Technology;2011;Scopus;;2;;article;10.1145/1961189.1961194;https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955676843&doi=10.1145%2f1961189.1961194&partnerID=40&md5=97b300501c1f9cc42dac802f5170207d;;;;;;;cited By 183;;44069,72081;44069,72081;sobreiro;;Unclassified;
Verbeke20112354;Building comprehensible customer churn prediction models with advanced rule induction techniques;Verbeke, W. and Martens, D. and Mues, C. and Baesens, B.;Expert Systems with Applications;2011;Scopus;2354-2364;38;;article;10.1016/j.eswa.2010.08.023;https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049530278&doi=10.1016%2fj.eswa.2010.08.023&partnerID=40&md5=d948b3b93851f46cae4ffb343f6a59ae;;;;;;;cited By 146;;44069,72081;44069,72081;sobreiro;;Unclassified;
Chueh20111;Mining the telecom marketing information to optimizing the customer retention strategies;Chueh, H.-E. and Lin, S.-C. and Jan, N.-Y.;ICIC Express Letters, Part B: Applications;2011;Scopus;1-6;2;;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-79251499982&partnerID=40&md5=d346944caac1688be3989f82eb1a419d;;;;;;;cited By 1;;44069,72081;44069,72081;sobreiro;;Unclassified;
Verikas2011330;Mining data with random forests: A survey and results of new tests;Verikas, A. and Gelzinis, A. and Bacauskiene, M.;Pattern Recognition;2011;Scopus;330-349;44;;article;10.1016/j.patcog.2010.08.011;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958064179&doi=10.1016%2fj.patcog.2010.08.011&partnerID=40&md5=ccd647f3621b0fd25cfe65d58729ae52;;;;;;;cited By 349;;44069,72081;44069,72081;sobreiro;;Unclassified;
Vasu201175;A hybrid under-sampling approach for mining unbalanced datasets: Applications to banking and insurance;Vasu, M. and Ravi, V.;International Journal of Data Mining, Modelling and Management;2011;Scopus;75-105;3;;article;10.1504/IJDMMM.2011.038812;https://www.scopus.com/inward/record.uri?eid=2-s2.0-82555166579&doi=10.1504%2fIJDMMM.2011.038812&partnerID=40&md5=c607de9623efcd2c8441d215bbb9923f;;;;;;;cited By 12;;44069,72081;44069,72081;sobreiro;;Unclassified;
Kianmehr201175;A fuzzy prediction model for calling communities;Kianmehr, K. and Alhajj, R.;International Journal of Networking and Virtual Organisations;2011;Scopus;75-97;8;;article;10.1504/IJNVO.2011.037162;https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649686909&doi=10.1504%2fIJNVO.2011.037162&partnerID=40&md5=c5672d2ca9f4f00f50ba6e4bb22259d4;;;;;;;cited By 2;;44069,72081;44069,72081;sobreiro;;Unclassified;
Karnstedt2010233;Churn in social networks: A discussion boards case study;Karnstedt, M. and Hennessy, T. and Chan, J. and Hayes, C.;Proceedings - SocialCom 2010: 2nd IEEE International Conference on Social Computing, PASSAT 2010: 2nd IEEE International Conference on Privacy, Security, Risk and Trust;2010;Scopus;233-240;;;conference;10.1109/SocialCom.2010.40;https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649284534&doi=10.1109%2fSocialCom.2010.40&partnerID=40&md5=cc2de4f1d0990e1616b2b668ee7151b4;;;;;;;cited By 14;;44069,72081;44069,72081;sobreiro;;Unclassified;
Han20101286;Fuzzy-rough k-nearest neighbor algorithm for imbalanced data sets learning;Han, H. and Mao, B.;Proceedings - 2010 7th International Conference on Fuzzy Systems and Knowledge Discovery, FSKD 2010;2010;Scopus;1286-1290;3;;conference;10.1109/FSKD.2010.5569116;https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649277328&doi=10.1109%2fFSKD.2010.5569116&partnerID=40&md5=a217f6d8b203491cdc445e5b20997fd3;;;;;;;cited By 12;;44069,72081;44069,72081;sobreiro;;Unclassified;
Farquad2010461;Rule extraction from support vector machine using modified active learning based approach: An application to CRM;Farquad, M.A.H. and Ravi, V. and Raju, S.B.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2010;Scopus;461-470;6276 LNAI;;article;10.1007/978-3-642-15387-7_50;https://www.scopus.com/inward/record.uri?eid=2-s2.0-78449259260&doi=10.1007%2f978-3-642-15387-7_50&partnerID=40&md5=d8bbf9258e8ec94d70b66f70de6dcdcc;;;;;;;cited By 5;;44069,72081;44069,72081;sobreiro;;Unclassified;
Yean20101180;Customer relationship management: Computer-assisted tools for customer lifetime value prediction;Yean, L.C. and Khoo, V.K.T.;Proceedings 2010 International Symposium on Information Technology - System Development and Application and Knowledge Society, ITSim'10;2010;Scopus;1180-1185;3;;conference;10.1109/ITSIM.2010.5561487;https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049413634&doi=10.1109%2fITSIM.2010.5561487&partnerID=40&md5=e6a1bd4fdf21c3058122197e860ebdaf;;;;;;;cited By 1;;44069,72081;44069,72081;sobreiro;;Unclassified;
KhakAbi2010220;Data mining applications in customer churn management;KhakAbi, S. and Gholamian, M.R. and Namvar, M.;ISMS 2010 - UKSim/AMSS 1st International Conference on Intelligent Systems, Modelling and Simulation;2010;Scopus;220-225;;;conference;10.1109/ISMS.2010.49;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950931842&doi=10.1109%2fISMS.2010.49&partnerID=40&md5=0c2e97cb109a11a75535a21dd291a3e7;;;;;;;cited By 6;;44069,72081;44069,72081;sobreiro;;Unclassified;
Tsai20102006;Variable selection by association rules for customer churn prediction of multimedia on demand;Tsai, C.-F. and Chen, M.-Y.;Expert Systems with Applications;2010;Scopus;2006-2015;37;;article;10.1016/j.eswa.2009.06.076;https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449521306&doi=10.1016%2fj.eswa.2009.06.076&partnerID=40&md5=7ab475089d02936a011235466949c7ae;;;;;;;cited By 57;;44069,72081;44069,72081;sobreiro;;Unclassified;
Coussement20102132;Improved marketing decision making in a customer churn prediction context using generalized additive models;Coussement, K. and Benoit, D.F. and Van den Poel, D.;Expert Systems with Applications;2010;Scopus;2132-2143;37;;article;10.1016/j.eswa.2009.07.029;https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449526531&doi=10.1016%2fj.eswa.2009.07.029&partnerID=40&md5=ca8dc90b46100bf7221a9f770e295878;;;;;;;cited By 57;;44069,72081;44069,72081;sobreiro;;Unclassified;
Tsai201028;Data mining techniques in customer churn prediction;Tsai, C.-F. and Lu, Y.-H.;Recent Patents on Computer Science;2010;Scopus;28-32;3;;article;10.2174/1874479611003010028;https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651594058&doi=10.2174%2f1874479611003010028&partnerID=40&md5=81295d31ef7889d6b7fadb25e7ae7dc0;;;;;;;cited By 8;;44069,72081;44069,72081;sobreiro;;Unclassified;
Thomas201041;Consumer finance: Challenges for operational research;Thomas, L.C.;Journal of the Operational Research Society;2010;Scopus;41-52;61;;article;10.1057/jors.2009.104;https://www.scopus.com/inward/record.uri?eid=2-s2.0-71749107984&doi=10.1057%2fjors.2009.104&partnerID=40&md5=fed9b0d5075669948e407929557d0b9d;;;;;;;cited By 29;;44069,72081;44069,72081;sobreiro;;Unclassified;
Farquad2009390;Data mining using rules extracted from SVM: An application to churn prediction in bank credit cards;Farquad, M.A.H. and Ravi, V. and Raju, S.B.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2009;Scopus;390-397;5908 LNAI;;article;10.1007/978-3-642-10646-0_47;https://www.scopus.com/inward/record.uri?eid=2-s2.0-76649127457&doi=10.1007%2f978-3-642-10646-0_47&partnerID=40&md5=fb3be08e9131f7ce53dadeb82dddd3dd;;;;;;;cited By 7;;44069,72081;44069,72081;sobreiro;;Unclassified;
Benoit200910475;Benefits of quantile regression for the analysis of customer lifetime value in a contractual setting: An application in financial services;Benoit, D.F. and Van den Poel, D.;Expert Systems with Applications;2009;Scopus;10475-10484;36;;article;10.1016/j.eswa.2009.01.031;https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349144993&doi=10.1016%2fj.eswa.2009.01.031&partnerID=40&md5=8d293c02755a939b1799e65a9a695f18;;;;;;;cited By 54;;44069,72081;44069,72081;sobreiro;;Unclassified;
Glady2009402;Modeling churn using customer lifetime value;Glady, N. and Baesens, B. and Croux, C.;European Journal of Operational Research;2009;Scopus;402-411;197;;article;10.1016/j.ejor.2008.06.027;https://www.scopus.com/inward/record.uri?eid=2-s2.0-59649108544&doi=10.1016%2fj.ejor.2008.06.027&partnerID=40&md5=d828bb6c3a31ebbe6e976e9f7cb9d986;;;;;;;cited By 90;;44069,72081;44069,72081;sobreiro;;Unclassified;
Nassiri-Mofakham2009248;Electronic promotion to new customers using mkNN learning;Nassiri-Mofakham, F. and Nematbakhsh, M.A. and Baraani-Dastjerdi, A. and Ghasem-Aghaee, N.;Information Sciences;2009;Scopus;248-266;179;;article;10.1016/j.ins.2008.09.019;https://www.scopus.com/inward/record.uri?eid=2-s2.0-55949113604&doi=10.1016%2fj.ins.2008.09.019&partnerID=40&md5=4967ec69c1a7efc8f5aa05b4fcf18995;;;;;;;cited By 5;;44069,72081;44069,72081;sobreiro;;Unclassified;
Xie20095445;Customer churn prediction using improved balanced random forests;Xie, Y. and Li, X. and Ngai, E.W.T. and Ying, W.;Expert Systems with Applications;2009;Scopus;5445-5449;36;;article;10.1016/j.eswa.2008.06.121;https://www.scopus.com/inward/record.uri?eid=2-s2.0-58349116623&doi=10.1016%2fj.eswa.2008.06.121&partnerID=40&md5=9e49470b9a792f0929b5f3439304d8ba;;;;;;;cited By 172;;44069,72081;44069,72081;sobreiro;;Unclassified;
Lima20091096;Domain knowledge integration in data mining using decision tables: Case studies in churn prediction;Lima, E. and Mues, C. and Baesens, B.;Journal of the Operational Research Society;2009;Scopus;1096-1106;60;;article;10.1057/jors.2008.161;https://www.scopus.com/inward/record.uri?eid=2-s2.0-68149172842&doi=10.1057%2fjors.2008.161&partnerID=40&md5=2d46317de356c5399f049d3a2c9bbbb8;;;;;;;cited By 40;;44069,72081;44069,72081;sobreiro;;Unclassified;
Coussement20096127;Improving customer attrition prediction by integrating emotions from client/company interaction emails and evaluating multiple classifiers;Coussement, K. and Poel, D.V.d.;Expert Systems with Applications;2009;Scopus;6127-6134;36;;article;10.1016/j.eswa.2008.07.021;https://www.scopus.com/inward/record.uri?eid=2-s2.0-58349110712&doi=10.1016%2fj.eswa.2008.07.021&partnerID=40&md5=f1bbeabde58298a866e4a84ad65bc5b2;;;;;;;cited By 76;;44069,72081;44069,72081;sobreiro;;Unclassified;
Burez20094626;Handling class imbalance in customer churn prediction;Burez, J. and Van den Poel, D.;Expert Systems with Applications;2009;Scopus;4626-4636;36;;article;10.1016/j.eswa.2008.05.027;https://www.scopus.com/inward/record.uri?eid=2-s2.0-58349098976&doi=10.1016%2fj.eswa.2008.05.027&partnerID=40&md5=c18ce68db471b5f7716e60c2b894dcc0;;;;;;;cited By 227;;44069,72081;44069,72081;sobreiro;;Unclassified;
Hongmei2008181;Construction of Bayesian classifiers with GA for predicting customer retention;Hongmei, S. and Gaofeng, Z. and Fengxian, A.;Proceedings - 4th International Conference on Natural Computation, ICNC 2008;2008;Scopus;181-185;1;;conference;10.1109/ICNC.2008.724;https://www.scopus.com/inward/record.uri?eid=2-s2.0-57649149014&doi=10.1109%2fICNC.2008.724&partnerID=40&md5=1e4f3e8233e15bac89374cadb8415064;;;;;;;cited By 1;;44069,72081;44069,72081;sobreiro;;Unclassified;
Burez2008497;Separating financial from commercial customer churn: A modeling step towards resolving the conflict between the sales and credit department;Burez, J. and Van den Poel, D.;Expert Systems with Applications;2008;Scopus;497-514;35;;article;10.1016/j.eswa.2007.07.036;https://www.scopus.com/inward/record.uri?eid=2-s2.0-44949150276&doi=10.1016%2fj.eswa.2007.07.036&partnerID=40&md5=11a935880b16052c143da3c6ccd9639d;;;;;;;cited By 26;;44069,72081;44069,72081;sobreiro;;Unclassified;
Coussement2008313;Churn prediction in subscription services: An application of support vector machines while comparing two parameter-selection techniques;Coussement, K. and Van den Poel, D.;Expert Systems with Applications;2008;Scopus;313-327;34;;article;10.1016/j.eswa.2006.09.038;https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248524002&doi=10.1016%2fj.eswa.2006.09.038&partnerID=40&md5=39afd3028c1ec14930fbcf244d8d08a5;;;;;;;cited By 227;;44069,72081;44069,72081;sobreiro;;Unclassified;
Donkers2007163;Modeling CLV: A test of competing models in the insurance industry;Donkers, B. and Verhoef, P.C. and de Jong, M.G.;Quantitative Marketing and Economics;2007;Scopus;163-190;5;;article;10.1007/s11129-006-9016-y;https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250680968&doi=10.1007%2fs11129-006-9016-y&partnerID=40&md5=856ee8d66590861c632268cd19fcede0;;;;;;;cited By 70;;44069,72081;44069,72081;sobreiro;;Unclassified;
